name,,full_address,latitude,longitude,city,state,zip_code,phone_number,website,google_maps_url,mailing_address,contact_person,email,Coords,Unnamed: 4,Unnamed: 5,Unnamed: 6,summary
SiMiMart,,"2022 Great Trails Dr, Wooster, OH 44691, USA",40.7927873,-81.9084394,Wooster,OH,44691,(216) 282-0914,https://simimart.com/,https://maps.google.com/?cid=9622437773407110321,,,,"40.7927873, -81.9084394",,,,"Looking for a unique shopping experience? SiMiMart, located at 2022 Great Trails Dr in Wooster, OH, offers a diverse selection of products, creating a treasure hunt for bargain hunters and everyday shoppers alike. With its constantly changing inventory and focus on value, SiMiMart is perfect for those seeking surprising finds and great deals in a friendly atmosphere."
Simple Pleasures Bed & Breakfast,,"1004 US-62, Wilmot, OH 44689",40.65462259,-81.65521578,,,,330-359-5684,,,,,,"40.65462259097054, -81.65521578095401",,,,"Escape to Simple Pleasures Bed & Breakfast in Wilmot, OH, for a charming retreat in the heart of Amish Country. Housed in a beautiful property with rolling hills and country charm, guests can enjoy a relaxing experience with gourmet breakfasts, afternoon high tea, and cozy rooms named after the founders' family members. Ideal for couples and travelers seeking a peaceful getaway, Simple Pleasures offers a delightful taste of Ohio's simple life."
Simply Hand Made,,"4600396000, Fredericksburg, OH 44627, USA",40.6774994,-81.8711388,Fredericksburg,OH,44627,(330) 695-2380,https://www.facebook.com/SimplyHandMadeJail/,https://maps.google.com/?cid=10435763434149709867,,,,"40.6774994, -81.8711388",,,,"Step into Simply Hand Made, a charming boutique in Fredericksburg, OH, where you'll discover an array of unique, locally crafted treasures. This volunteer-run shop supports local artisans and the Fredericksburg Community Library, offering a delightful selection of handmade goods perfect for those seeking one-of-a-kind gifts and supporting the community. Visit Simply Hand Made and experience the warmth and creativity of Ohio's heartland while contributing to a worthy cause."
Sippo Valley Trail - West Lebanon Road Trailhead,,"Dalton, OH 44618, USA",40.8001442,-81.6685248,Dalton,OH,44618,,https://starkparks.com/parks/sippo-valley-trail/,https://maps.google.com/?cid=645422869888704464,,,,"40.8001442, -81.6685248",,,,"Explore the scenic Sippo Valley Trail from the West Lebanon Road Trailhead, perfect for a refreshing escape into nature. This accessible trail caters to walkers, bikers, and nature enthusiasts of all skill levels, offering a blend of paved and crushed limestone surfaces amidst rolling farmland and forests. Ideal for families, solo adventurers, and anyone seeking a peaceful outdoor experience."
"Sleep Inn & Suites, Mt. Hope",,"8050 OH-241, Millersburg, OH 44654",40.62380692,-81.78874902,,,,330-294-9977,,,,,,"40.62380692477821, -81.78874901524787",,,,"Discover comfort and convenience at Sleep Inn & Suites in Mt. Hope, Ohio, perfectly situated near the Mt. Hope Auction Barn and Event Center. Ideal for families and business travelers alike, this hotel offers a complimentary hot breakfast, free Wi-Fi, an indoor heated pool, and a fitness center, ensuring a relaxing stay in the heart of Amish Country. Enjoy easy access to local attractions and a peaceful atmosphere, making it a great choice for exploring the area."
Slim-Axis,,"338 E Bowman St, Wooster, OH 44691, USA",40.8050704,-81.9372823,Wooster,OH,44691,(330) 988-3477,https://slimaxis.com/,https://maps.google.com/?cid=4914307801553259769,,,,"40.8050704, -81.9372823",,,,"Looking for top-quality fitness and exercise equipment? Slim-Axis offers premium workout gear, wholesale fitness equipment, and expert-approved sports nutrition to help you stay fit, strong, and healthy. As a trusted fitness equipment wholesaler and sports nutrition store, they provide top brands at competitive prices, making it the perfect place to set up a home gym or stock a fitness center."
SmithFoods Inc.,,"1381 Dairy Ln, Orrville, OH 44667, USA",40.8560481,-81.76995,Orrville,OH,44667,(330) 683-8710,http://www.smithdairy.com/,https://maps.google.com/?cid=11212857422290937031,,,,"40.8560481, -81.76995",,,,"Discover SmithFoods Inc., an Orrville, OH-based manufacturer with a rich history dating back to 1909, now part of the Prairie Farms Dairy family. Known for its commitment to quality, SmithFoods offers a wide array of dairy and non-dairy products, including milk, ice cream, juices, and plant-based beverages, catering to both retail and wholesale customers. Perfect for those who value tradition and appreciate locally sourced, high-quality ingredients, SmithFoods continues to innovate and provide great-tasting products for generations to come."
Smith's Dairy,,"1381 Dairy Ln, Orrville, OH 44667",40.85594079,-81.76990912,,,,,,,,,,"40.8559407935017, -81.76990911646129",,,,"Discover the timeless charm of Smith's Dairy, a family-owned institution at 1381 Dairy Ln, Orrville, OH, serving the community with premium dairy products since 1909. Indulge in their delicious range of milk, ice cream, and beverages, perfect for families and individuals seeking a taste of tradition and quality. With a commitment to freshness and a rich heritage, Smith's Dairy offers a delightful experience that keeps customers coming back for more."
Smithville Community Historical Society,,"381 E Main St, Smithville, OH 44677, USA",40.8650826,-81.8550543,Smithville,OH,44677,(330) 669-9308,https://sohchs.org/,https://maps.google.com/?cid=5915416690232012445,,,,"40.8650826, -81.8550543",,,,"Step back in time at the Smithville Community Historical Society, where you can explore the Pioneer Village showcasing 19th-century life through authentic buildings and artifacts. History buffs, families, and anyone curious about early American life will enjoy this immersive experience. The society is managed by volunteers and offers a glimpse into the past."
Smithville Historical Society,,"381 E Main St, Smithville, OH 44677",40.86501996,-81.8551336,,,,,,,,,,"40.865019955736074, -81.85513359772149",,,,"Step back in time at the Smithville Historical Society, where you can explore the Pioneer Village, showcasing life from 1830 to 1890 with authentic buildings and artifacts. History buffs and families alike will enjoy the glimpse into the past, with features like the Mishler Weaving Mill and the Wheeling & Lake Erie Train Depot. Discover how early settlers lived and appreciate the rich heritage of Smithville."
Smithville Village Park,,"Park Dr, Smithville, OH 44677, USA",40.8631013,-81.8573375,Smithville,OH,44677,,https://thevillageofsmithville.com/parks-recreation/,https://maps.google.com/?cid=4492093830749758828,,,,"40.8631013, -81.8573375",,,,"Smithville Village Park is a charming community park perfect for families and outdoor enthusiasts. It features well-maintained green spaces, playground equipment, and walking paths, providing a welcoming atmosphere for picnics, recreation, and leisurely strolls. Ideal for local residents and visitors seeking a peaceful retreat, this park offers a delightful escape to nature."
Smoke City Vape & Wellness Center,,"3853 Burbank Rd unit 2, Wooster, OH 44691, USA",40.8466348,-81.943784,Wooster,OH,44691,(330) 999-4363,,https://maps.google.com/?cid=12884074147005706558,,,,"40.8466348, -81.943784",,,,"Discover a wide array of vapes, disposables, and wellness products at Smoke City Vape & Wellness Center. Catering to both vape enthusiasts and those seeking alternative wellness options, they provide a welcoming atmosphere to explore new products. Visit them in Wooster for a premium experience."
Smokin Dave's Meats,,"1712 Armstrong Rd, Wooster, Ohio 44691.0",40.9008582,-81.97323,,,,330-804-1111,,,,,,"40.90085819999999, -81.97323",,,,"Craving authentic, locally-sourced smoked meats? Smokin' Dave's Meats in Wooster offers a delicious array of ribs, chicken, brisket and more, prepared with skill and care by their pitmaster. Perfect for families and BBQ enthusiasts, Smokin' Dave's uses farm-raised meats and homemade sides to create a memorable dining experience, making it a must-visit for anyone seeking true BBQ flavor."
Snyder Farm -The Ohio State University,,"Q39Q+37Q, Wooster, OH 44691, USA",40.7674398,-81.9111459,Wooster,OH,44691,,,https://maps.google.com/?cid=15593293134965615213,,,,"40.7674398, -81.9111459",,,,"Discover the future of agriculture at Snyder Farm, a research facility of The Ohio State University in Wooster, Ohio. This experimental farm focuses on innovative crop and pest management strategies, making it an ideal destination for researchers, students, and those passionate about the latest advancements in sustainable agriculture. Explore diverse crop varieties and witness firsthand the groundbreaking research shaping the future of farming."
Sojourner's Lodge & Log Cabin Suites,,"2156 Durstine Rd., Dundee, Ohio 44624.0",40.667889,-81.691367,,,,330-359-5320,,,,,,"40.667889, -81.691367",,,,"Nestled in the heart of Ohio's Amish Country, Sojourner's Lodge & Log Cabin Suites offers a luxurious and peaceful retreat on 20 acres of rolling farmland and beautiful forests. Perfect for couples seeking a romantic getaway or families looking for a memorable vacation, guests can enjoy cozy suites with fireplaces and Jacuzzis, explore hiking trails, and relax by the three-acre lake. With its handcrafted woodworking, modern amenities, and proximity to Amish Country attractions, Sojourner's Lodge provides an unforgettable experience of comfort and style."
Son Apothecary,,"236 S Market St., Wooster, Ohio 44691.0",40.7961998,-81.9391335,,,,330-464-0436,,,,,,"40.7961998, -81.9391335",,,,"Discover eco-friendly living at Son Apothecary, located at 236 S Market St. in Wooster! This unique store offers a wide range of non-toxic household and personal wellness items, including a create-your-own tea and spice herb room and a mini-refillery for bulk cleaning supplies. Perfect for environmentally conscious customers seeking sustainable and healthy alternatives for their homes and bodies."
Sonnenberg Valley Farmhouse,,"1523 Zuercher Rd. , Dalton, Ohio 44618.0",40.7814127,-81.7105748,,,,330-317-5587,,,,,,"40.7814127, -81.7105748",,,,"Escape to the tranquility of Sonnenberg Valley Farmhouse, a newly renovated retreat nestled in the heart of Ohio's Amish Country. This spacious farmhouse, situated on a 90-acre working farm, offers a unique experience with its farm walk trail, wrap-around porch, and large kitchen perfect for gatherings. Ideal for families and those seeking a peaceful getaway, Sonnenberg Valley Farmhouse provides a charming blend of comfort and rustic charm."
Southeast Local Bus Garage,,"4647 Carr Rd, Apple Creek, OH 44606, USA",40.7435469,-81.8138923,Apple Creek,OH,44606,(330) 698-4751,,https://maps.google.com/?cid=10074288946249073085,,,,"40.7435469, -81.8138923",,,,"The Southeast Local Bus Garage, located at 4647 Carr Rd in Apple Creek, OH, is an essential facility serving the Southeast Local School District. It ensures the safe and reliable transportation of students within the district. This hub is vital for the daily operations of the school system, catering to the needs of students and families in the community."
Spector Fabric Store,,"15849 W. Main St., Mt. Eaton, Ohio 44659.0",40.6949334,-81.7030885,,,,330-359-5467,,,,,,"40.6949334, -81.70308849999999",,,,"Step into Spector Fabric Store, a treasure trove of fabrics and notions located in Mt. Eaton, Ohio! Known for its diverse selection and friendly service, this shop caters to quilters, crafters, and anyone with a passion for sewing, offering everything from cottons to upholstery fabrics. Whether you're a seasoned pro or just starting out, Spector Fabric Store is the perfect place to find inspiration and quality supplies for your next project."
Spector-Levine Inc,,"15849 W Main St, Mt Eaton, OH 44659, USA",40.69498,-81.702904,Mount Eaton,OH,44659,(330) 359-5467,,https://maps.google.com/?cid=1777009146526530787,,,,"40.69498, -81.702904",,,,"Discover a treasure trove of fabrics and sewing supplies at Spector-Levine Inc, located in Mt Eaton. Known for its diverse selection and friendly service, this fabric shop caters to quilters, crafters, and anyone with a passion for sewing. Whether you're a seasoned pro or just starting out, Spector-Levine Inc provides a welcoming atmosphere to explore quality materials and find inspiration for your next project."
Speed Strength Sports Academy,,"Orrville, OH 44667, USA",40.855174,-81.7631363,Orrville,OH,44667,,,https://maps.google.com/?cid=12431691738737633568,,,,"40.855174, -81.7631363",,,,"Unleash your athletic potential at Speed Strength Sports Academy in Orrville, Ohio! This academy specializes in developing speed, agility, and strength through expert coaching and personalized training programs. Ideal for aspiring athletes of all ages and skill levels, Speed Strength Sports Academy provides the tools and guidance to achieve peak performance and reach your sporting goals."
Spoon Bar & Deli,,"144 W Liberty St, Wooster, OH 44691, USA",40.7978449,-81.9411771,Wooster,OH,44691,(330) 262-0880,https://www.spoonbaranddeli.com/,https://maps.google.com/?cid=6627229537908523543,,,,"40.7978449, -81.9411771",,,,"Craving a gourmet deli experience? Spoon Bar & Deli offers high-quality deli sandwiches and rotating beer taps in a cozy, trendy atmosphere, perfect for lunch, dinner, or a casual gathering with friends. With a diverse menu featuring delicious sandwiches, salads, and a stellar beverage selection, Spoon Bar & Deli is a must-visit for foodies, families, and anyone seeking a memorable culinary adventure in Wooster. Stop by to savor their signature offerings and experience the vibrant community feel that makes this spot a local favorite!"
Spring Run Farms,,"5729 Brown Rd, Shreve, OH 44676, USA",40.685905,-82.038285,Shreve,OH,44676,(330) 567-3486,,https://maps.google.com/?cid=17718387993698803182,,,,"40.685905, -82.038285",,,,"Discover the charm of Spring Run Farms, a family-owned and operated dairy farm in Shreve, Ohio, known for their herd of Registered Ayrshire cattle and commitment to sustainable farming. Visitors can experience the beauty of the countryside, admire the Wolf family's collection of antique Allis Chalmers tractors, and learn about the art of dairy farming. Ideal for families, agriculture enthusiasts, and anyone seeking a peaceful escape, Spring Run Farms offers a glimpse into the heart of American farming tradition."
Spruce Bar & Grill,,"Wooster, OH 44691, USA",40.7712883,-81.9614823,Wooster,OH,44691,,,https://maps.google.com/?cid=10265882427779692564,,,,"40.7712883, -81.9614823",,,,"Spruce Bar & Grill is a local favorite in Wooster, offering a relaxed and inviting atmosphere perfect for casual diners and those seeking a friendly neighborhood spot. With a diverse menu featuring classic American fare and a well-stocked bar, it's an ideal place to unwind with friends, catch a game, or enjoy a satisfying meal. Whether you're a local resident or just passing through, Spruce Bar & Grill provides a welcoming experience and tasty eats for everyone."
St Paul Hotel,,"203 S Market St, Wooster, OH 44691, USA",40.7967331,-81.9397674,Wooster,OH,44691,(330) 601-1900,http://stpaulhotelwooster.com/,https://maps.google.com/?cid=16665791670001778761,,,,"40.7967331, -81.9397674",,,,"Experience a ""Distinctly Different Kind of Stay"" at the St Paul Hotel, a luxurious boutique hotel in Wooster's historic downtown. Enjoy modern accommodations with custom-made furniture, heated bathroom floors, and rainforest showers, perfect for travelers seeking a sophisticated and comfortable retreat. With its central location near shops, restaurants, and attractions, the St Paul Hotel offers an unforgettable experience for discerning guests."
Stanley Memorial Walking Trail,,"138 Forest View Ct, Creston, OH 44217, USA",40.9902889,-81.8874494,Creston,OH,44217,,,https://maps.google.com/?cid=5106162536064754276,,,,"40.9902889, -81.8874494",,,,"Escape into nature at the Stanley Memorial Walking Trail, a serene path located at 138 Forest View Ct, Creston, OH 44217. This trail offers a peaceful outdoor experience for walkers, joggers, and nature enthusiasts of all ages. Enjoy a relaxing stroll amidst the beauty of Creston, Ohio, perfect for a refreshing escape from the everyday hustle."
Stark Medical Specialties,,"324 W High St, Orrville, OH 44667, USA",40.8433186,-81.7680206,Orrville,OH,44667,(330) 682-0068,https://www.starkmedicalmassillon.com/,https://maps.google.com/?cid=15388112633498447097,,,,"40.8433186, -81.7680206",,,,"Stark Medical Specialties in Orrville, OH, is dedicated to providing comprehensive and personalized primary care for adults. With a focus on prevention, chronic conditions, and acute care, their expert internal medicine physicians work to help you proactively maintain a healthy lifestyle. Ideal for those seeking a long-term healthcare partner, Stark Medical Specialties offers on-site laboratory services for your convenience."
Steiner Grain Farms,,"342 W Lebanon Rd, Dalton, OH 44618, USA",40.8022726,-81.6691748,Dalton,OH,44618,(330) 466-3433,,https://maps.google.com/?cid=11271246061902675269,,,,"40.8022726, -81.6691748",,,,"Steiner Grain Farms, located near Dalton, OH, is a family-owned operation providing custom farming services with full GPS capabilities. Specializing in tillage, planting, and harvesting, they cater to farmers seeking reliable and technologically advanced solutions. Experience their dedication to quality and precision in every field."
Steiner Lumber,,"410 W South St, Shreve, OH 44676, USA",40.6804074,-82.0272945,Shreve,OH,44676,(330) 567-2210,http://www.steinerlumber.com/,https://maps.google.com/?cid=14564586873100819396,,,,"40.6804074, -82.0272945",,,,"Looking for high-quality lumber and roofing supplies in Shreve, OH? Steiner Lumber is a full-service construction yard providing residents of North Eastern Ohio with everything needed for their next project, from custom wooden planks to metal supplies. With a knowledgeable staff ready to assist with customer orders and special requests, Steiner Lumber is the perfect place for contractors and DIY enthusiasts alike to source their building materials."
Steiner Lumber Co,,"237 S Summit St, Smithville, OH 44677, USA",40.8599127,-81.8621613,Smithville,OH,44677,(330) 669-2404,http://www.steinerlumberohio.com/,https://maps.google.com/?cid=11736276093350926574,,,,"40.8599127, -81.8621613",,,,"Looking for quality lumber and building materials? Steiner Lumber Co. in Smithville offers a comprehensive selection, from planks and wooden beams to tools and hardware, perfect for contractors and DIY enthusiasts alike. With a friendly, knowledgeable staff and a commitment to customer service, Steiner Lumber is your trusted partner for construction and roofing projects in Northeast Ohio."
Steiner's Furniture LLC,,"5055 Criswell Rd, Apple Creek, OH 44606, USA",40.7394517,-81.8240777,Apple Creek,OH,44606,,,https://maps.google.com/?cid=6568992788788278371,,,,"40.7394517, -81.8240777",,,,"Discover quality furniture and home furnishings at Steiner's Furniture LLC, located in Apple Creek, Ohio, where you'll find pieces that perfectly blend comfort and style. Catering to those who appreciate well-crafted items for their homes, Steiner's Furniture provides a diverse selection to suit various tastes and interior designs. Visit Steiner's Furniture to transform your living space with beautiful and enduring furniture."
Stetson Truck Parts,,"715 Hostetler Rd, Orrville, OH 44667, USA",40.8555401,-81.7723798,Orrville,OH,44667,(330) 715-0101,,https://maps.google.com/?cid=15795929991845845126,,,,"40.8555401, -81.7723798",,,,"Looking for reliable truck parts? Stetson Truck Parts, located at 715 Hostetler Rd in Orrville, OH, offers a wide selection of quality components to keep your trucks running smoothly. Whether you're a professional mechanic or a truck owner maintaining your vehicle, Stetson Truck Parts is your dependable source for durable and affordable truck parts."
Stoller Floors,,"1773 N Main St, Orrville, OH 44667, USA",40.8646149,-81.7641325,Orrville,OH,44667,(330) 683-4763,https://www.stollerfloors.com/,https://maps.google.com/?cid=2917039832957212156,,,,"40.8646149, -81.7641325",,,,"Transform your home with Stoller Floors, located at 1773 N Main St in Orrville, OH, where they have been offering a full line of interior decorating products since 1973. With a wide selection of flooring options, including hardwood, carpet, and luxury vinyl, and a reputation for exceptional customer service, Stoller Floors is the perfect place for homeowners and interior designers to find the ideal flooring solution for any room. Visit their showroom and discover why generations of customers trust Stoller Floors for quality and style."
Stoller Lawn & Garden,,"10355 Back Orrville Rd, Orrville, OH 44667, USA",40.8291953,-81.7914339,Orrville,OH,44667,(330) 682-7436,https://www.stollerlawnandgarden.com/?utm_source=local&utm_medium=organic&utm_campaign=gbp,https://maps.google.com/?cid=9310830403412123210,,,,"40.8291953, -81.7914339",,,,"Stoller Lawn & Garden is your one-stop shop in Orrville for all your lawn care needs, offering a wide selection of new and used equipment, including Ariens and Echo. With a friendly and knowledgeable staff, they provide expert advice, parts, and service to keep your outdoor power equipment running smoothly. Whether you're a homeowner or a landscaping professional, Stoller Lawn & Garden is dedicated to building lasting partnerships and ensuring your satisfaction with quality products and dedicated support."
Stone Barn Furnishings,,"8613 Township Rd 635, Fredericksburg, OH 44627
",40.64472083,-81.77756764,,,,330-674-2064,,,,,,"40.64472083406632, -81.77756764194946",,,,"Discover heirloom-quality furniture at Stone Barn Furnishings, where they blend today's styles with the craftsmanship of the past. Specializing in exclusive, artisan-designed pieces with unique finishes, Stone Barn Furnishings helps you create a home filled with beautiful, custom furnishings to be enjoyed for generations. Ideal for those seeking solid wood, American-made furniture and distinctive home decor, a visit to Stone Barn Furnishings promises an exceptional furniture shopping experience."
"Strategic Edge, LLC",,"363 S Milton St, Smithville, OH 44677, USA",40.8603491,-81.856868,Smithville,OH,44677,(330) 466-1386,,https://maps.google.com/?cid=1961725509431491763,,,,"40.8603491, -81.856868",,,,"Is your HVAC or plumbing company looking to stand out from the competition? Strategic Edge, LLC, located in Smithville, OH, specializes in helping these types of businesses develop unique strategic plans, build engaging websites, and implement comprehensive marketing strategies, making them perfect for businesses seeking growth and a stronger market presence. By crafting unique stories and nurturing customer relationships through email and social media, Strategic Edge, LLC ensures your business captures the attention it deserves."
Streb Meats,,"220 S Mill St, Dalton, OH 44618, USA",40.7957209,-81.6920495,Dalton,OH,44618,(330) 828-8835,,https://maps.google.com/?cid=9018059167157674608,,,,"40.7957209, -81.6920495",,,,"Discover quality meats at Streb Meats, a third-generation family-owned company in Dalton, OH, renowned for over 70 years. Specializing in locally raised and hickory-smoked meats, their American-made products, including their famous smoked sausage, are perfect for those seeking authentic, flavorful experiences directly from a trusted Ohio processor. Visit Streb Meats for a taste of tradition and superior quality."
Streetcar Station LLC,,"6611 Cleveland Rd, Wooster, Ohio 44691.0",40.8797904,-81.9191434,,,,330-465-8712,,,,,,"40.8797904, -81.9191434",,,,"Step back in time at Streetcar Station LLC, a renovated historic streetcar power station offering fully furnished extended-stay apartments with modern amenities. Ideal for business professionals, college parents, or anyone seeking a unique and comfortable ""home away from home"" near Wooster, Ohio, Streetcar Station provides a convenient and charming lodging experience. Enjoy free laundry and parking while exploring local attractions like the Ohio Light Opera and Amish Country."
Studio Vitruvius Tattoo,,"2967 Cleveland Rd, Wooster, Ohio 44691.0",40.8361593,-81.9286823,,,,330-345-0019,,,,,,"40.8361593, -81.92868229999999",,,,"Step into Studio Vitruvius Tattoo, Wooster's award-winning and #1 rated tattoo destination, where talented artists like Chad Buehler and Ryan Richardson create stunning, custom tattoos and piercings. With a clean, professional, and organized atmosphere, this studio is perfect for anyone seeking a unique and high-quality body art experience. Visit Studio Vitruvius for an unforgettable tattoo experience."
Summerhill Farms,," 10233 Munson Rd, Shreve, OH 44676",40.67682722,-81.93722374,,,,,,,,,,"40.676827217499394, -81.93722374094357",,,,"Escape to the serene beauty of Summerhill Farms, a 160-acre family farm in Shreve, Ohio, offering a peaceful retreat with rolling hills and grazing sheep. Perfect for families, nature lovers, and those seeking a quiet getaway, enjoy cozy cabin and farmhouse rentals, bird watching, and stargazing. With offerings like yoga and Betsy's Bake Shop, Summerhill Farms provides a unique experience filled with relaxation and natural beauty."
Sunshine Flower Farm,,"353 Apple Creek Rd, Apple Creek, Ohio 44606.0",40.7937588,-81.8443379,,,,330-481-6579,,,,,,"40.7937588, -81.8443379",,,,"Discover the beauty of locally grown flowers at Sunshine Flower Farm, a charming destination nestled in Apple Creek, Ohio. Wander through fields of vibrant blooms, perfect for creating your own bouquets or finding unique floral gifts. Sunshine Flower Farm is a delightful escape for flower enthusiasts, families, and anyone seeking a touch of natural beauty."
Super 8 by Wyndham Wooster,,"969 Timken Rd, Wooster, OH 44691, USA",40.7882917,-81.9363891,Wooster,OH,44691,(330) 264-6211,https://www.wyndhamhotels.com/super-8/wooster-ohio/super-8-wooster/overview?CID=LC:yytq4fvvehxh7se:10279&iata=00093796,https://maps.google.com/?cid=11180006873279098598,,,,"40.7882917, -81.9363891",,,,"Discover affordable comfort at the Super 8 by Wyndham in Wooster, Ohio, a perfect base for exploring local attractions like the Wayne County Fairgrounds and Secrest Arboretum. Guests can enjoy complimentary amenities such as free Wi-Fi, breakfast, and parking, making it ideal for budget-conscious travelers and families seeking a convenient and value-driven stay. Experience a restful night and a hassle-free morning as you embark on your Ohio adventures."
Super 8 Motel Wooster,,"Â 969 Timken Rd, Wooster, OH 44691",40.78818426,-81.93625201,,,,330-264-6211,,,,,,"40.788184260604886, -81.93625200629944",,,,"Discover affordable comfort at the Super 8 Motel in Wooster, conveniently located near Amish Country and local attractions. Ideal for budget-conscious travelers and families, this pet-friendly motel offers free Wi-Fi, complimentary breakfast, and essential amenities for a relaxing stay. Enjoy easy access to Route 30, making it a perfect base for exploring the area."
Sure House Coffee Roasting Co.,,"229 W Market St, Orrville, OH 44667, USA",40.8409301,-81.766354,Orrville,OH,44667,(330) 930-0645,http://surehousecoffee.com/,https://maps.google.com/?cid=5226016808763037424,,,,"40.8409301, -81.766354",,,,"Step into Sure House Coffee Roasting Co. in Orrville for a unique coffee experience, where they air roast single-origin beans to bring out the best flavor. This cozy shop is perfect for coffee aficionados seeking a welcoming space to relax, study, or connect with friends while enjoying a superior cup of joe and delectable treats. Visit Sure House and taste the difference that passion and quality make in every sip."
Sure House Coffee Roasting Co.,,"151 S Market St, Wooster, OH 44691, USA",40.7972077,-81.9399286,Wooster,OH,44691,(330) 601-0645,http://www.surehousecoffee.com/,https://maps.google.com/?cid=10458580131056732095,,,,"40.7972077, -81.9399286",,,,"Step into Sure House Coffee Roasting Co., a charming Wooster cafe that serves fair-trade, organic coffee roasted in-house. With a focus on single-origin beans and air-roasting techniques, they offer a unique and flavorful coffee experience alongside delectable treats and locally made goods. This is the perfect spot for coffee aficionados and those seeking a community-focused space with a classy, farmhouse-chic ambiance."
Sweet Glory Home Bakeshop,,"1442 Barnes Dr, Wooster, OH 44691, USA",40.7813467,-81.95397,Wooster,OH,44691,(330) 621-2895,https://www.facebook.com/sweetgloryhomebakery/,https://maps.google.com/?cid=2455299727240021173,,,,"40.7813467, -81.95397",,,,"Indulge in the delightful treats at Sweet Glory Home Bakeshop, where beautifully decorated cookies and light, delicious muffins await. This charming bakery specializes in handcrafted cakes and desserts, perfect for surprising loved ones with a special delivery or celebrating a romantic occasion. Sweet Glory is ideal for those seeking a personal touch and exceptional taste in their baked goods."
Sweet Serenity Farm LLC,,"3476 Seville Rd, Seville, OH 44273, USA",41.009276,-81.8142,Seville,OH,44273,,https://sweetserenityfarmllc.com/,https://maps.google.com/?cid=15119851972183554183,,,,"41.009276, -81.8142",,,,"Escape to the countryside and discover Sweet Serenity Farm LLC, a family-owned and operated farm in Seville, Ohio, offering fresh eggs and other farm-fresh products. With over 5 acres of lush farmland, it's the perfect spot for those seeking a peaceful retreat and a taste of rural living. Ideal for families and individuals who appreciate locally sourced goods and a connection with nature."
Sydney So Sweet,,"1780 Wall Rd, Wadsworth, OH 44281, USA",40.9952087,-81.7524719,Wadsworth,OH,44281,(330) 615-2940,http://sydneysosweet.com/,https://maps.google.com/?cid=2655406919144283011,,,,"40.9952087, -81.7524719",,,,"Step into the glitter-filled world of Sydney So Sweet, a magical boutique offering affordable and adorable clothing and accessories for infant, toddler, and childwear. Specializing in unique items like unicorn-themed outfits, mommy-and-me clothes, and tutus, this shop is a dream come true for parents and grandparents looking to dress their little princesses in high-quality, stylish apparel. Perfect for special occasions, events, or simply reveling in the joy of girlhood, Sydney So Sweet offers hand-picked selections that capture the whimsy of childhood at prices you'll adore."
Team Ream Sports Performance,,"2084 Long Rd Unit B, Wooster, OH 44691, USA",40.8138669,-81.9109809,Wooster,OH,44691,(330) 882-7388,http://www.teamreamsports.com/,https://maps.google.com/?cid=16096154640209848700,,,,"40.8138669, -81.9109809",,,,"Unlock your athletic potential at Team Ream Sports Performance, located in Wooster, OH, where athletes develop character and dominate in their sport. They offer customized team and personal sports performance training tailored to the athlete's age, sport, and goals, along with batting cage and field rentals. This facility is perfect for dedicated athletes looking to maximize their sports performance and gain a competitive edge."
Techo-Bloc,,"97 Industrial St, Rittman, OH 44270, USA",40.9755707,-81.7757453,Rittman,OH,44270,(877) 832-4625,https://www.techo-bloc.com/location/rittman,https://maps.google.com/?cid=7127306909322371599,,,,"40.9755707, -81.7757453",,,,"Discover top-quality hardscape and masonry products at the Techo-Bloc Rittman, OH depot, a premier supplier of pavers, slabs, walls, and more. While primarily serving dealers and contractors, homeowners are welcome to explore the outdoor displays for product inspiration; please note that retail sales are conducted through authorized dealers. This location is ideal for industry professionals seeking efficient product pickup and homeowners looking to enhance their outdoor spaces with durable and stylish materials."
The Barn Restaurant,,"877 W Main St, Smithville, OH 44677, USA",40.856719,-81.8705351,Smithville,OH,44677,(330) 669-2555,http://www.thebarnrest.com/,https://maps.google.com/?cid=11942561378616247408,,,,"40.856719, -81.8705351",,,,"Step back in time and enjoy delicious American cuisine in a charming, rustic setting at The Barn Restaurant. Housed in a remodeled old barn, this Smithville gem offers a diverse menu with vegan and vegetarian options, perfect for families and groups seeking a cozy and memorable dining experience. With hearty comfort food and a warm atmosphere, The Barn Restaurant is a must-visit for anyone looking for a unique taste of rural dining."
The Barnhart Rice Homestead,,"Barnhart Rice Homestead, Wooster, OH 44691, USA",40.7822779,-81.9204225,Wooster,OH,44691,,http://oardc.osu.edu/facility/barnhart-rice-house,https://maps.google.com/?cid=15738704760487143739,,,,"40.7822779, -81.9204225",,,,"Step back in time at the Barnhart Rice Homestead, a beautifully preserved stone house built in the 1820s. Recognized as a County Historical Landmark, this homestead offers a unique glimpse into German vernacular architecture and early settlement life in Wayne County. History buffs and those seeking a distinctive event venue will appreciate the charm and historical significance of this remarkable property, perfect for family or corporate gatherings."
The Barnstone,," 4296 Back Orrville Rd, Wooster, OH 44691",40.82857873,-81.88482758,,,,,,,,,,"40.82857873474841, -81.88482757870315",,,,"Nestled in the heart of Wayne County, The Barnstone offers a beautiful and rustic country setting for weddings and special events. Featuring a renovated 100-year-old barn, summer house, and carriage house, this venue provides a charming backdrop for couples seeking a unique and memorable celebration. With space for up to 175 guests and stunning photo opportunities, The Barnstone is perfect for those dreaming of a picturesque barn wedding."
